x,Response Time(ms),The Number of Concurrent Requests,,,
IA,8104,300,,,
IA,9450,300,,,
IA,8065,300,,,
IA,8035,300,,,
IA,8025,300,,,
IA,8057,300,,,
IA,8048,300,,,
IA,8406,300,,,
IA,8189,300,,,
IA,8202,300,,,
IA,8129,300,,,
IA,8138,300,,,
IA,8245,300,,,
IA,8246,300,,,
IA,9728,300,,,
IA,9687,300,,,
IA,8187,300,,,
IA,8192,300,,,
IA,8179,300,,,
IA,13716,300,,,
IA,13721,300,,,
IA,13602,300,,,
IA,13628,300,,,
IA,13652,300,,,
IA,13676,300,,,
IA,13913,300,,,
IA,13015,300,,,
IA,13888,300,,,
IA,8705,300,,,
IA,10093,300,,,
IA,8751,300,,,
IA,8752,300,,,
IA,8790,300,,,
IA,8843,300,,,
IA,8741,300,,,
IA,10281,300,,,
IA,10168,300,,,
IA,8872,300,,,
IA,10070,300,,,
IA,10063,300,,,
IA,8904,300,,,
IA,8934,300,,,
IA,10124,300,,,
IA,8798,300,,,
IA,8866,300,,,
IA,12346,300,,,
IA,8842,300,,,
IA,8894,300,,,
IA,10376,300,,,
IA,8845,300,,,
IA,8891,300,,,
IA,12364,300,,,
IA,8978,300,,,
IA,12418,300,,,
IA,8958,300,,,
IA,12377,300,,,
IA,12326,300,,,
IA,12332,300,,,
IA,9091,300,,,
IA,12318,300,,,
IA,9053,300,,,
IA,12505,300,,,
IA,12354,300,,,
IA,9104,300,,,
IA,12386,300,,,
IA,9015,300,,,
IA,12331,300,,,
IA,9150,300,,,
IA,9085,300,,,
IA,12336,300,,,
IA,12249,300,,,
IA,9175,300,,,
IA,12435,300,,,
IA,12472,300,,,
IA,12315,300,,,
IA,12282,300,,,
IA,12174,300,,,
IA,12484,300,,,
IA,12232,300,,,
IA,12305,300,,,
IA,12512,300,,,
IA,12360,300,,,
IA,12081,300,,,
IA,9597,300,,,
IA,9429,300,,,
IA,9518,300,,,
IA,9489,300,,,
IA,12566,300,,,
IA,11093,300,,,
IA,14129,300,,,
IA,9546,300,,,
IA,9581,300,,,
IA,9731,300,,,
IA,11532,300,,,
IA,9804,300,,,
IA,9672,300,,,
IA,9841,300,,,
IA,10014,300,,,
IA,9766,300,,,
IA,9622,300,,,
IA,9713,300,,,
IA,9879,300,,,
IA,10001,300,,,
IA,9925,300,,,
IA,9657,300,,,
IA,9809,300,,,
IA,9883,300,,,
IA,9777,300,,,
IA,9956,300,,,
IA,9903,300,,,
IA,9876,300,,,
IA,10197,300,,,
IA,10232,300,,,
IA,10131,300,,,
IA,9960,300,,,
IA,10099,300,,,
IA,10114,300,,,
IA,14009,300,,,
IA,9941,300,,,
IA,9962,300,,,
IA,10196,300,,,
IA,10337,300,,,
IA,12462,300,,,
IA,10245,300,,,
IA,9931,300,,,
IA,10222,300,,,
IA,10164,300,,,
IA,9755,300,,,
IA,10150,300,,,
IA,10114,300,,,
IA,9858,300,,,
IA,10289,300,,,
IA,9924,300,,,
IA,9809,300,,,
IA,10330,300,,,
IA,12497,300,,,
IA,9946,300,,,
IA,10270,300,,,
IA,10155,300,,,
IA,9765,300,,,
IA,10022,300,,,
IA,10016,300,,,
IA,9899,300,,,
IA,10140,300,,,
IA,10144,300,,,
IA,10145,300,,,
IA,9903,300,,,
IA,10019,300,,,
IA,10066,300,,,
IA,10252,300,,,
IA,10314,300,,,
IA,9958,300,,,
IA,10066,300,,,
IA,10182,300,,,
IA,10164,300,,,
IA,10029,300,,,
IA,10063,300,,,
IA,10148,300,,,
IA,10351,300,,,
IA,10137,300,,,
IA,10102,300,,,
IA,10203,300,,,
IA,10006,300,,,
IA,9954,300,,,
IA,9945,300,,,
IA,10075,300,,,
IA,10266,300,,,
IA,10176,300,,,
IA,10004,300,,,
IA,10066,300,,,
IA,10089,300,,,
IA,10332,300,,,
IA,10372,300,,,
IA,10378,300,,,
IA,10226,300,,,
IA,10315,300,,,
IA,12987,300,,,
IA,10321,300,,,
IA,10483,300,,,
IA,10464,300,,,
IA,13126,300,,,
IA,13214,300,,,
IA,13267,300,,,
IA,10515,300,,,
IA,10503,300,,,
IA,13118,300,,,
IA,10505,300,,,
IA,10479,300,,,
IA,10659,300,,,
IA,10557,300,,,
IA,12949,300,,,
IA,12903,300,,,
IA,12264,300,,,
IA,12115,300,,,
IA,14849,300,,,
IA,11137,300,,,
IA,14257,300,,,
IA,11389,300,,,
IA,11379,300,,,
IA,14230,300,,,
IA,9130,300,,,
IA,14290,300,,,
IA,9274,300,,,
IA,14151,300,,,
IA,9246,300,,,
IA,8988,300,,,
IA,8686,300,,,
IA,13490,300,,,
IA,8568,300,,,
IA,8811,300,,,
IA,8747,300,,,
IA,8430,300,,,
IA,8408,300,,,
IA,8623,300,,,
IA,8884,300,,,
IA,8681,300,,,
IA,8820,300,,,
IA,8710,300,,,
IA,8526,300,,,
IA,8573,300,,,
IA,8426,300,,,
IA,8361,300,,,
IA,8244,300,,,
IA,8361,300,,,
IA,13351,300,,,
IA,8344,300,,,
IA,8306,300,,,
IA,13345,300,,,
IA,8386,300,,,
IA,13405,300,,,
IA,13411,300,,,
IA,8217,300,,,
IA,8324,300,,,
IA,7933,300,,,
IA,8247,300,,,
IA,8212,300,,,
IA,12255,300,,,
IA,8471,300,,,
IA,8499,300,,,
IA,13582,300,,,
IA,9061,300,,,
IA,8163,300,,,
IA,8417,300,,,
IA,7388,300,,,
IA,9046,300,,,
IA,12472,300,,,
IA,12286,300,,,
IA,11312,300,,,
IA,11474,300,,,
IA,11489,300,,,
IA,11176,300,,,
IA,8727,300,,,
IA,11457,300,,,
IA,11338,300,,,
IA,12572,300,,,
IA,8151,300,,,
IA,14172,300,,,
IA,12574,300,,,
IA,11089,300,,,
IA,7627,300,,,
IA,11833,300,,,
IA,10976,300,,,
IA,8478,300,,,
IA,8303,300,,,
IA,8411,300,,,
IA,7766,300,,,
IA,11814,300,,,
IA,11889,300,,,
IA,10695,300,,,
IA,7680,300,,,
IA,6586,300,,,
IA,8518,300,,,
IA,5625,300,,,
IA,11877,300,,,
IA,11997,300,,,
IA,11709,300,,,
IA,11657,300,,,
IA,6369,300,,,
IA,6265,300,,,
IA,11697,300,,,
IA,11535,300,,,
IA,11565,300,,,
IA,7613,300,,,
IA,6216,300,,,
IA,10818,300,,,
IA,11727,300,,,
IA,10363,300,,,
IA,5768,300,,,
IA,7682,300,,,
IA,11736,300,,,
IA,7759,300,,,
IA,10511,300,,,
IA,7565,300,,,
IA,11433,300,,,
IA,11731,300,,,
IA,11907,300,,,
IA,11758,300,,,
IA,13795,300,,,
IA,13391,300,,,
IA,4816,300,,,
IA,4622,300,,,
IA,11472,300,,,
IA,7378,300,,,
IA,11949,300,,,
IA,11012,300,,,
IA,7465,300,,,
IA,7327,300,,,
IA,12164,300,,,
IA,12186,300,,,
IA,11295,300,,,
IA,12325,300,,,
IA,7091,300,,,
IA,4807,300,,,
IA,7651,300,,,
IA,7729,300,,,
IA,7630,300,,,
IA,7683,300,,,
IA,12902,300,,,
IA,7388,300,,,
IA,9222,300,,,
IA,4455,300,,,
IA,3702,300,,,
IA,9353,300,,,
IA,3817,300,,,
IA,3977,300,,,
IA,7834,300,,,
IA,9147,300,,,
IA,12161,300,,,
IA,12013,300,,,
IA,7320,300,,,
IA,6930,300,,,
IA,7743,300,,,
IA,11363,300,,,
IA,6606,300,,,
IA,6360,300,,,
IA,7590,300,,,
IA,7230,300,,,
IA,11028,300,,,
IA,11709,300,,,
IA,7776,300,,,
IA,4918,300,,,
IA,7513,300,,,
IA,3724,300,,,
IA,7455,300,,,
IA,10998,300,,,
IA,12751,300,,,
IA,12862,300,,,
IA,5762,300,,,
IA,7557,300,,,
IA,8651,300,,,
IA,6274,300,,,
IA,7581,300,,,
IA,7663,300,,,
IA,7246,300,,,
IA,5039,300,,,
IA,6295,300,,,
IA,7148,300,,,
IA,7083,300,,,
IA,5492,300,,,
IA,4738,300,,,
IA,4415,300,,,
IA,4302,300,,,
IA,4205,300,,,
IA,5627,300,,,
IA,5018,300,,,
IA,4552,300,,,
IA,4243,300,,,
IA,6474,300,,,
IA,6472,300,,,
IA,11786,300,,,
IA,5886,300,,,
IA,5984,300,,,
IA,7570,300,,,
IA,9644,300,,,
IA,7712,300,,,
IA,5253,300,,,
IA,3078,300,,,
IA,11827,300,,,
IA,3909,300,,,
IA,3682,300,,,
IA,4036,300,,,
IA,4928,300,,,
IA,8459,300,,,
IA,4633,300,,,
IA,4032,300,,,
IA,4121,300,,,
IA,4061,300,,,
IA,12910,300,,,
IA,5752,300,,,
IA,7986,300,,,
IA,4719,300,,,
IA,13418,300,,,
IA,9581,300,,,
IA,7754,300,,,
IA,12809,300,,,
IA,7792,300,,,
IA,7530,300,,,
IA,7729,300,,,
IA,12821,300,,,
IA,7399,300,,,
IA,7665,300,,,
IA,7900,300,,,
IA,4227,300,,,
IA,6443,300,,,
IA,7595,300,,,
IA,2720,300,,,
IA,3440,300,,,
IA,7022,300,,,
IA,2750,300,,,
IA,6615,300,,,
IA,6717,300,,,
IA,3053,300,,,
IA,2730,300,,,
IA,12906,300,,,
IA,6125,300,,,
IA,6925,300,,,
IA,10113,300,,,
IA,2781,300,,,
IA,6009,300,,,
IA,8779,300,,,
IA,11800,300,,,
IA,11450,300,,,
IA,6240,300,,,
IA,12721,300,,,
IA,5547,300,,,
IA,12933,300,,,
IA,8241,300,,,
IA,6745,300,,,
IA,12154,300,,,
IA,4751,300,,,
IA,6691,300,,,
IA,5143,300,,,
IA,5162,300,,,
IA,4122,300,,,
IA,3329,300,,,
IA,4987,300,,,
IA,4662,300,,,
IA,12191,300,,,
IA,7665,300,,,
IA,5665,300,,,
IA,7994,300,,,
IA,12126,300,,,
IA,7246,300,,,
IA,7141,300,,,
IA,6062,300,,,
IA,11719,300,,,
IA,6610,300,,,
IA,2784,300,,,
IA,5277,300,,,
IA,4838,300,,,
IA,5286,300,,,
IA,6714,300,,,
IA,6464,300,,,
IA,5480,300,,,
IA,4807,300,,,
IA,6024,300,,,
IA,5822,300,,,
IA,2714,300,,,
IA,9612,300,,,
IA,10039,300,,,
IA,5941,300,,,
IA,4880,300,,,
IA,7027,300,,,
IA,7170,300,,,
IA,11650,300,,,
IA,4478,300,,,
IA,4163,300,,,
IA,9160,300,,,
IA,13524,300,,,
IA,3641,300,,,
IA,3065,300,,,
IA,2945,300,,,
IA,4320,300,,,
IA,5454,300,,,
IA,5131,300,,,
IA,6027,300,,,
IA,4993,300,,,
IA,3030,300,,,
IA,2952,300,,,
IA,2866,300,,,
IA,6701,300,,,
IA,9772,300,,,
IA,6224,300,,,
IA,5954,300,,,
IA,5608,300,,,
IA,5959,300,,,
IA,4638,300,,,
IA,4259,300,,,
IA,5555,300,,,
IA,2751,300,,,
IA,3616,300,,,
IA,5045,300,,,
IA,3706,300,,,
IA,3710,300,,,
IA,6340,300,,,
IA,4035,300,,,
IA,5144,300,,,
IA,3990,300,,,
IA,5688,300,,,
IA,10827,300,,,
IA,2858,300,,,
IA,2895,300,,,
IA,6158,300,,,
IA,2043,300,,,
IA,3766,300,,,
IA,2616,300,,,
IA,3756,300,,,
IA,3454,300,,,
IA,3829,300,,,
IA,4552,300,,,
IA,10132,300,,,
IA,2838,300,,,
IA,4149,300,,,
IA,4045,300,,,
IA,5748,300,,,
IA,4554,300,,,
IA,4900,300,,,
IA,2705,300,,,
IA,3679,300,,,
IA,3712,300,,,
IA,3642,300,,,
IA,3734,300,,,
IA,3672,300,,,
IA,3689,300,,,
IA,3933,300,,,
IA,3770,300,,,
IA,3800,300,,,
IA,3813,300,,,
IA,3908,300,,,
IA,3855,300,,,
IA,3865,300,,,
IA,4085,300,,,
IA,3924,300,,,
IA,11231,300,,,
IA,2924,300,,,
IA,3914,300,,,
IA,4006,300,,,
IA,4030,300,,,
IA,3988,300,,,
IA,4125,300,,,
IA,3989,300,,,
IA,4220,300,,,
IA,4224,300,,,
IA,4223,300,,,
IA,4139,300,,,
IA,4137,300,,,
IA,4069,300,,,
IA,3971,300,,,
IA,4182,300,,,
IA,4009,300,,,
IA,6717,300,,,
IA,4016,300,,,
IA,4008,300,,,
IA,3996,300,,,
IA,4033,300,,,
IA,3372,300,,,
IA,3998,300,,,
IA,4012,300,,,
IA,8892,300,,,
IA,8990,300,,,
IA,8974,300,,,
IA,8993,300,,,
IA,4096,300,,,
IA,4576,300,,,
IA,4496,300,,,
IA,4009,300,,,
IA,4232,300,,,
IA,4684,300,,,
IA,4221,300,,,
IA,4094,300,,,
IA,4410,300,,,
IA,4831,300,,,
IA,4399,300,,,
IA,4589,300,,,
IA,4576,300,,,
IA,4397,300,,,
IA,4617,300,,,
IA,4579,300,,,
IA,9657,300,,,
IA,4285,300,,,
IA,4859,300,,,
IA,4930,300,,,
IA,9811,300,,,
IA,5017,300,,,
IA,9820,300,,,
IA,5002,300,,,
IA,4801,300,,,
IA,4918,300,,,
IA,4801,300,,,
IA,4947,300,,,
IA,4844,300,,,
IA,4843,300,,,
IA,4653,300,,,
IA,4689,300,,,
IA,4942,300,,,
IA,4781,300,,,
IA,4799,300,,,
IA,4801,300,,,
IA,4806,300,,,
IA,4862,300,,,
IA,4881,300,,,
IA,4873,300,,,
IA,4866,300,,,
IA,4874,300,,,
IA,4993,300,,,
IA,5913,300,,,
IA,4800,300,,,
IA,5800,300,,,
IA,5023,300,,,
IA,5353,300,,,
IA,5357,300,,,
IA,5383,300,,,
IA,5688,300,,,
IA,5505,300,,,
IA,5241,300,,,
IA,5243,300,,,
IA,7729,300,,,
IA,6922,300,,,
IA,7149,300,,,
IA,6562,300,,,
IA,6606,300,,,
IA,13700,300,,,
IA,6563,300,,,
IA,6725,300,,,
IA,5513,300,,,
IA,6613,300,,,
IA,7136,300,,,
IA,6229,300,,,
IA,6237,300,,,
IA,6191,300,,,
IA,6646,300,,,
IA,6167,300,,,
IA,6165,300,,,
IA,6161,300,,,
IA,6350,300,,,
IA,6346,300,,,
IA,6358,300,,,
IA,6167,300,,,
IA,6370,300,,,
IA,6313,300,,,
IA,6230,300,,,
IA,6441,300,,,
IA,6674,300,,,
IA,9317,300,,,
IA,6534,300,,,
IA,6277,300,,,
IA,6810,300,,,
IA,6369,300,,,
IA,6374,300,,,
IA,6479,300,,,
IA,6027,300,,,
IA,6555,300,,,
IA,6527,300,,,
IA,6423,300,,,
IA,6401,300,,,
IA,6409,300,,,
IA,6321,300,,,
IA,6606,300,,,
IA,6675,300,,,
IA,6712,300,,,
IA,6621,300,,,
IA,6823,300,,,
IA,6888,300,,,
IA,6924,300,,,
IA,6955,300,,,
IA,7469,300,,,
IA,6730,300,,,
IA,7041,300,,,
IA,6800,300,,,
IA,7153,300,,,
IA,6779,300,,,
IA,7257,300,,,
IA,7230,300,,,
IA,7224,300,,,
IA,7232,300,,,
IA,7426,300,,,
IA,7438,300,,,
IA,7571,300,,,
IA,7604,300,,,
IA,7636,300,,,
IA,7636,300,,,
IA,7710,300,,,
IA,7701,300,,,
IA,7831,300,,,
IA,7956,300,,,
IA,8045,300,,,
IA,8046,300,,,
IA,8121,300,,,
IA,8097,300,,,
IA,8133,300,,,
IA,8169,300,,,
IA,8151,300,,,
IA,8169,300,,,
IA,8189,300,,,
IA,8185,300,,,
IA,8110,300,,,
IA,8198,300,,,
IA,8177,300,,,
IA,8227,300,,,
IA,8151,300,,,
IA,7957,300,,,
IA,8247,300,,,
IA,8126,300,,,
IA,8265,300,,,
IA,8198,300,,,
IA,8141,300,,,
IA,8077,300,,,
IA,8095,300,,,
IA,8090,300,,,
IA,8146,300,,,
IA,8145,300,,,
IA,8133,300,,,
IA,8137,300,,,
IA,8188,300,,,
IA,8102,300,,,
IA,8087,300,,,
IA,8106,300,,,
IA,8092,300,,,
IA,8105,300,,,
IA,8105,300,,,
IA,8107,300,,,
IA,8113,300,,,
IA,8089,300,,,
IA,8094,300,,,
IA,8094,300,,,
IA,8204,300,,,
IA,8106,300,,,
IA,8111,300,,,
IA,8138,300,,,
IA,8045,300,,,
IA,7999,300,,,
IA,8065,300,,,
IA,8075,300,,,
IA,8019,300,,,
IA,8161,300,,,
IA,8160,300,,,
IA,8093,300,,,
IA,8176,300,,,
IA,8070,300,,,
IA,8042,300,,,
IA,8091,300,,,
IA,8073,300,,,
IA,8099,300,,,
IA,8043,300,,,
IA,8082,300,,,
IA,8120,300,,,
IA,8115,300,,,
IA,8100,300,,,
IA,7926,300,,,
IA,8013,300,,,
IA,7935,300,,,
IA,8109,300,,,
IA,8033,300,,,
IA,8144,300,,,
IA,8049,300,,,
IA,8058,300,,,
IA,8021,300,,,
IA,8102,300,,,
IA,8103,300,,,
IA,8515,300,,,
IA,8245,300,,,
IA,7599,300,,,
IA,8158,300,,,
IA,8080,300,,,
IA,7587,300,,,
IA,7655,300,,,
IA,8948,300,,,
IA,7662,300,,,
IA,8972,300,,,
IA,9001,300,,,
IA,8975,300,,,
IA,9005,300,,,
IA,9040,300,,,
IA,7647,300,,,
IA,7633,300,,,
IA,8410,300,,,
IA,7773,300,,,
IA,8986,300,,,
IA,7647,300,,,
IA,8449,300,,,
IA,9048,300,,,
IA,7804,300,,,
IA,8633,300,,,
IA,8926,300,,,
IA,8903,300,,,
IA,8831,300,,,
IA,8907,300,,,
IA,8944,300,,,
IA,8926,300,,,
IA,8939,300,,,
IA,8876,300,,,
IA,8943,300,,,
IA,8946,300,,,
IA,8947,300,,,
IA,8764,300,,,
IA,8713,300,,,
IA,8893,300,,,
IA,8554,300,,,
IA,7760,300,,,
IA,7652,300,,,
IA,9551,300,,,
IA,7498,300,,,
IA,7502,300,,,
IA,8854,300,,,
IA,8913,300,,,
IA,8721,300,,,
IA,8723,300,,,
IA,8576,300,,,
IA,7351,300,,,
IA,8755,300,,,
IA,8645,300,,,
IA,8389,300,,,
IA,8530,300,,,
IA,8631,300,,,
IA,8386,300,,,
IA,8642,300,,,
IA,8644,300,,,
IA,8716,300,,,
IA,8422,300,,,
IA,8562,300,,,
IA,9503,300,,,
IA,8684,300,,,
IA,8004,300,,,
IA,8009,300,,,
IA,8008,300,,,
IA,7332,300,,,
IA,9562,300,,,
IA,9595,300,,,
IA,7982,300,,,
IA,8077,300,,,
IA,7971,300,,,
IA,7978,300,,,
IA,8729,300,,,
IA,7443,300,,,
IA,7945,300,,,
IA,7407,300,,,
IA,7435,300,,,
IA,7449,300,,,
IA,7501,300,,,
IA,7451,300,,,
IA,7395,300,,,
IA,8915,300,,,
IA,7217,300,,,
IA,7294,300,,,
IA,6942,300,,,
IA,9927,300,,,
IA,6773,300,,,
IA,9976,300,,,
IA,7738,300,,,
IA,6423,300,,,
IA,6587,300,,,
IA,7119,300,,,
IA,7550,300,,,
IA,7153,300,,,
IA,9655,300,,,
IA,7058,300,,,
IA,7152,300,,,
IA,7182,300,,,
IA,7036,300,,,
IA,6290,300,,,
IA,7234,300,,,
IA,6653,300,,,
IA,7244,300,,,
IA,7167,300,,,
IA,7663,300,,,
IA,9870,300,,,
IA,7676,300,,,
IA,6940,300,,,
IA,6862,300,,,
IA,6933,300,,,
IA,9939,300,,,
IA,7663,300,,,
IA,6881,300,,,
IA,7081,300,,,
IA,7704,300,,,
IA,6959,300,,,
IA,7064,300,,,
IA,6841,300,,,
IA,9805,300,,,
IA,6911,300,,,
IA,5056,300,,,
IA,6996,300,,,
IA,6830,300,,,
IA,6856,300,,,
IA,6990,300,,,
IA,6908,300,,,
IA,6886,300,,,
IA,7002,300,,,
IA,6878,300,,,
IA,6644,300,,,
IA,6822,300,,,
IA,6941,300,,,
IA,6655,300,,,
IA,6614,300,,,
IA,6870,300,,,
IA,6812,300,,,
IA,6208,300,,,
IA,7572,300,,,
IA,5026,300,,,
IA,6716,300,,,
IA,6088,300,,,
IA,6833,300,,,
IA,5057,300,,,
IA,6408,300,,,
IA,6155,300,,,
IA,6079,300,,,
IA,6134,300,,,
IA,6249,300,,,
IA,6377,300,,,
IA,6284,300,,,
IA,6410,300,,,
IA,6195,300,,,
IA,6476,300,,,
IA,6496,300,,,
IA,6509,300,,,
IA,6421,300,,,
IA,6327,300,,,
IA,6547,300,,,
IA,6556,300,,,
IA,6336,300,,,
IA,6567,300,,,
IA,6456,300,,,
IA,6845,300,,,
IA,6618,300,,,
IA,6689,300,,,
IA,6486,300,,,
IA,6844,300,,,
IA,6403,300,,,
IA,6761,300,,,
IA,6961,300,,,
IA,6591,300,,,
IA,8524,300,,,
IA,11733,300,,,
IA,6524,300,,,
IA,6522,300,,,
IA,6451,300,,,
IA,6444,300,,,
IA,8293,300,,,
IA,6403,300,,,
IA,6736,300,,,
IA,6579,300,,,
IA,7675,300,,,
IA,6394,300,,,
IA,11528,300,,,
IA,6439,300,,,
IA,6455,300,,,
IA,6277,300,,,
IA,6325,300,,,
IA,6315,300,,,
IA,6388,300,,,
IA,6313,300,,,
IA,10624,300,,,
IA,6172,300,,,
IA,10657,300,,,
IA,5948,300,,,
IA,6240,300,,,
IA,10553,300,,,
IA,10640,300,,,
IA,11753,300,,,
IA,11785,300,,,
IA,11839,300,,,
IA,6009,300,,,
IA,11790,300,,,
IA,5904,300,,,
IA,11839,300,,,
IA,5887,300,,,
IA,5919,300,,,
IA,11891,300,,,
IA,6198,300,,,
IA,11914,300,,,
IA,6245,300,,,
IA,5806,300,,,
IA,11988,300,,,
IA,5251,300,,,
IA,10814,300,,,
IA,10841,300,,,
IA,5723,300,,,
IA,5641,300,,,
IA,10292,300,,,
IA,5750,300,,,
IA,5621,300,,,
IA,5391,300,,,
IA,5408,300,,,
IA,5575,300,,,
IA,5443,300,,,
IA,5304,300,,,
IA,4190,300,,,
IA,4224,300,,,
IA,5384,300,,,
IA,5396,300,,,
IA,5392,300,,,
IA,4343,300,,,
IA,7027,300,,,
IA,8613,300,,,
IA,8625,300,,,
IA,4492,300,,,
IA,5142,300,,,
IA,8487,300,,,
IA,5271,300,,,
IA,13429,300,,,
IA,8465,300,,,
IA,5696,300,,,
IA,8441,300,,,
IA,8533,300,,,
IA,8439,300,,,
IA,5567,300,,,
IA,8284,300,,,
IA,8235,300,,,
IA,7772,300,,,
IA,7876,300,,,
IA,8056,300,,,
IA,5590,300,,,
IA,12560,300,,,
IA,7840,300,,,
IA,7503,300,,,
IA,7945,300,,,
IA,13703,300,,,
IA,9035,300,,,
IA,6468,300,,,
IA,6438,300,,,
IA,5714,300,,,
IA,7280,300,,,
IA,6741,300,,,
IA,6765,300,,,
IA,5550,300,,,
IA,7329,300,,,
IA,6125,300,,,
IA,7499,300,,,
IA,6149,300,,,
IA,6242,300,,,
IA,6195,300,,,
IA,6286,300,,,
IA,6328,300,,,
IA,6435,300,,,
IA,6456,300,,,
IA,7712,300,,,
IA,6432,300,,,
IA,6419,300,,,
IA,6442,300,,,
IA,6579,300,,,
IA,6570,300,,,
IA,6564,300,,,
IA,6775,300,,,
IA,6614,300,,,
IA,6619,300,,,
IA,11476,300,,,
IA,6575,300,,,
IA,6732,300,,,
IA,6637,300,,,
IA,6741,300,,,
IA,6684,300,,,
IA,6757,300,,,
IA,6827,300,,,
IA,6863,300,,,
IA,6915,300,,,
IA,6793,300,,,
IA,6829,300,,,
IA,6902,300,,,
IA,6908,300,,,
IA,6912,300,,,
IA,7011,300,,,
IA,7005,300,,,
IA,6965,300,,,
IA,7135,300,,,
IA,7046,300,,,
IA,7094,300,,,
IA,6996,300,,,
IA,7177,300,,,
IA,7041,300,,,
IA,7263,300,,,
IA,7097,300,,,
IA,7136,300,,,
IA,7988,300,,,
IA,7335,300,,,
IA,7343,300,,,
IA,7590,300,,,
IA,7360,300,,,
IA,7370,300,,,
IA,7398,300,,,
IA,7461,300,,,
IA,7378,300,,,
IA,7496,300,,,
IA,7522,300,,,
IA,7569,300,,,
IA,7539,300,,,
IA,7592,300,,,
IA,7644,300,,,
IA,7710,300,,,
IA,8303,300,,,
IA,7827,300,,,
IA,7877,300,,,
IA,7845,300,,,
IA,7847,300,,,
IA,7812,300,,,
IA,7919,300,,,
IA,7871,300,,,
IA,7931,300,,,
IA,7955,300,,,
IA,8019,300,,,
IA,7972,300,,,
IA,7980,300,,,
IA,8021,300,,,
IA,8013,300,,,
IA,8620,300,,,
IA,8044,300,,,
IA,8227,300,,,
IA,8122,300,,,
IA,8601,300,,,
IA,13632,300,,,
IA,8233,300,,,
IA,8285,300,,,
IA,8325,300,,,
IA,8350,300,,,
IA,8419,300,,,
IA,8440,300,,,
IA,8408,300,,,
IA,8531,300,,,
IA,14298,300,,,
IA,8637,300,,,
IA,14060,300,,,
IA,8641,300,,,
IA,8668,300,,,
IA,14147,300,,,
IA,8767,300,,,
IA,14615,300,,,
IA,14494,300,,,
IA,8860,300,,,
IA,8934,300,,,
IA,8951,300,,,
IA,8809,300,,,
IA,8880,300,,,
IA,8995,300,,,
IA,9092,300,,,
IA,9058,300,,,
IA,9091,300,,,
IA,9016,300,,,
IA,9008,300,,,
IA,9209,300,,,
IA,9128,300,,,
IA,9165,300,,,
IA,9171,300,,,
IA,10247,300,,,
IA,10265,300,,,
IA,10255,300,,,
IA,10310,300,,,
IA,10270,300,,,
IA,9289,300,,,
IA,9367,300,,,
IA,9391,300,,,
IA,9449,300,,,
IA,9402,300,,,
IA,9480,300,,,
IA,9555,300,,,
IA,9464,300,,,
IA,9472,300,,,
IA,9569,300,,,
IA,9510,300,,,
IA,9562,300,,,
IA,9654,300,,,
IA,9690,300,,,
IA,9712,300,,,
IA,9654,300,,,
IA,9654,300,,,
IA,9684,300,,,
IA,9702,300,,,
IA,9784,300,,,
IA,9803,300,,,
IA,10728,300,,,
IA,9871,300,,,
IA,9884,300,,,
IA,9912,300,,,
IA,9940,300,,,
IA,11007,300,,,
IA,9998,300,,,
IA,9993,300,,,
IA,11002,300,,,
IA,10049,300,,,
IA,9746,300,,,
IA,10000,300,,,
IA,10128,300,,,
IA,11230,300,,,
IA,10179,300,,,
IA,10424,300,,,
IA,10452,300,,,
IA,10278,300,,,
IA,10524,300,,,
IA,10415,300,,,
IA,10490,300,,,
IA,11185,300,,,
IA,10543,300,,,
IA,10459,300,,,
IA,10483,300,,,
IA,10803,300,,,
IA,10680,300,,,
IA,10500,300,,,
IA,11266,300,,,
IA,11112,300,,,
IA,11802,300,,,
IA,11799,300,,,
IA,11418,300,,,
IA,11131,300,,,
IA,10686,300,,,
IA,10699,300,,,
IA,10693,300,,,
IA,11629,300,,,
IA,10733,300,,,
IA,11589,300,,,
IA,11967,300,,,
IA,11687,300,,,
IA,11840,300,,,
IA,10930,300,,,
IA,11829,300,,,
IA,11960,300,,,
IA,11007,300,,,
IA,11065,300,,,
IA,11105,300,,,
IA,12060,300,,,
IA,12035,300,,,
IA,12086,300,,,
IA,12116,300,,,
IA,12149,300,,,
IA,12122,300,,,
IA,12166,300,,,
IA,12166,300,,,
IA,11853,300,,,
IA,11876,300,,,
IA,12071,300,,,
IA,11691,300,,,
IA,11778,300,,,
IA,11974,300,,,
IA,13098,300,,,
IA,13179,300,,,
IA,12067,300,,,
IA,11890,300,,,
IA,11927,300,,,
IA,11977,300,,,
IA,11983,300,,,
IA,11903,300,,,
IA,12403,300,,,
IA,11826,300,,,
IA,11840,300,,,
IA,9377,300,,,
IA,9265,300,,,
IA,9296,300,,,
IA,9207,300,,,
IA,9170,300,,,
IA,13489,300,,,
IA,9231,300,,,
IA,9324,300,,,
IA,13619,300,,,
IA,9241,300,,,
IA,9248,300,,,
IA,13632,300,,,
IA,13658,300,,,
IA,9633,300,,,
IA,9358,300,,,
IA,9339,300,,,
IA,9309,300,,,
IA,9197,300,,,
IA,9312,300,,,
IA,9187,300,,,
IA,9410,300,,,
IA,9345,300,,,
IA,9307,300,,,
IA,9116,300,,,
IA,9197,300,,,
IA,13154,300,,,
IA,13090,300,,,
IA,13152,300,,,
IA,13232,300,,,
